Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Customer_Segment,Country,City,Region,Product_ID,Product_Name,Category,Sub_Category,Sales_Rep,Quantity,Unit_Price,Sales,Cost,Profit,Discount,Year,Month,Quarter
ORD-3845,2022-01-08,2022-01-13,Standard Class,CUST-2931,Customer 121,Consumer,United States,Jacksonville,East,PROD-85021,Headphones Premium,Electronics,Headphones,Mike Davis,4,1811.11,6783.45,4346.67,2436.78,0.064,2022,1,Q1
ORD-1973,2022-01-09,2022-01-14,First Class,CUST-6487,Customer 501,Corporate,United States,Atlanta,South,PROD-58933,Plants Deluxe,Home & Garden,Plants,Lisa Garcia,7,484.12,3388.81,1863.84,1524.96,0.0,2022,1,Q1
ORD-2717,2022-01-09,2022-01-11,First Class,CUST-1444,Customer 842,Corporate,United States,Atlanta,South,PROD-48297,Smartphones Deluxe,Electronics,Smartphones,Robert Martinez,3,339.35,1018.05,610.83,407.22,0.0,2022,1,Q1
ORD-4379,2022-01-09,2022-01-13,Same Day,CUST-2718,Customer 818,Consumer,United States,Detroit,North,PROD-71111,Educational Pro,Books,Educational,Robert Martinez,4,56.5,182.03,90.39,91.63,0.195,2022,1,Q1
ORD-3086,2022-01-10,2022-01-15,Same Day,CUST-2449,Customer 828,Home Office,United States,Charlotte,East,PROD-88475,Sports Apparel Pro,Sports,Sports Apparel,David Wilson,3,323.55,970.66,504.75,465.92,0.0,2022,1,Q1
ORD-3524,2022-01-10,2022-01-14,Same Day,CUST-6587,Customer 997,Home Office,United States,Chicago,North,PROD-27481,Kitchen Appliances Deluxe,Home & Garden,Kitchen Appliances,John Smith,6,696.72,4180.34,2299.19,1881.15,0.0,2022,1,Q1
ORD-5557,2022-01-10,2022-01-13,Second Class,CUST-7097,Customer 38,Consumer,United States,Philadelphia,North,PROD-27941,Non-Fiction Basic,Books,Non-Fiction,Mike Davis,2,36.98,73.95,29.58,44.37,0.0,2022,1,Q1
ORD-4876,2022-01-10,2022-01-11,Same Day,CUST-8988,Customer 250,Home Office,United States,Boston,North,PROD-73306,Outdoor Gear Premium,Sports,Outdoor Gear,Tom Anderson,5,228.54,1142.72,594.21,548.51,0.0,2022,1,Q1
ORD-4227,2022-01-10,2022-01-12,Second Class,CUST-2453,Customer 21,Home Office,United States,Los Angeles,West,PROD-51595,Accessories Deluxe,Sports,Accessories,Tom Anderson,5,280.32,1401.62,728.84,672.78,0.0,2022,1,Q1
ORD-2399,2022-01-10,2022-01-13,Same Day,CUST-9540,Customer 85,Home Office,United States,Baltimore,East,PROD-43611,Kitchen Appliances Pro,Home & Garden,Kitchen Appliances,David Wilson,7,95.59,669.15,368.03,301.12,0.0,2022,1,Q1
ORD-1911,2022-01-10,2022-01-16,Same Day,CUST-4742,Customer 381,Home Office,United States,Dallas,South,PROD-30438,Shoes Standard,Clothing,Shoes,John Smith,10,87.93,879.28,439.64,439.64,0.0,2022,1,Q1
ORD-1572,2022-01-10,2022-01-12,Standard Class,CUST-7139,Customer 931,Corporate,United States,Atlanta,South,PROD-21979,Headphones Pro,Electronics,Headphones,Emily Brown,4,152.09,478.12,365.03,113.09,0.214,2022,1,Q1
ORD-4125,2022-01-10,2022-01-12,First Class,CUST-5447,Customer 500,Consumer,United States,Seattle,West,PROD-11837,Fitness Equipment Deluxe,Sports,Fitness Equipment,David Wilson,1,401.79,317.24,208.93,108.31,0.21,2022,1,Q1
ORD-4779,2022-01-11,2022-01-15,Standard Class,CUST-6213,Customer 945,Home Office,United States,Portland,West,PROD-27864,Accessories Deluxe,Sports,Accessories,Jessica Taylor,1,451.74,451.74,234.9,216.83,0.0,2022,1,Q1
ORD-3623,2022-01-11,2022-01-13,Standard Class,CUST-7201,Customer 748,Corporate,United States,Dallas,South,PROD-71600,Non-Fiction Premium,Books,Non-Fiction,David Wilson,2,19.36,38.72,15.49,23.23,0.0,2022,1,Q1
ORD-1822,2022-01-11,2022-01-16,Standard Class,CUST-3127,Customer 282,Home Office,United States,Boston,North,PROD-88523,Non-Fiction Premium,Books,Non-Fiction,Jessica Taylor,2,24.49,43.36,19.59,23.76,0.115,2022,1,Q1
ORD-1698,2022-01-11,2022-01-13,First Class,CUST-1787,Customer 970,Home Office,United States,New York,North,PROD-44568,Tablets Premium,Electronics,Tablets,Sarah Johnson,5,1603.09,8015.46,4809.28,3206.19,0.0,2022,1,Q1
ORD-1299,2022-01-11,2022-01-16,Same Day,CUST-8134,Customer 91,Corporate,United States,Las Vegas,West,PROD-39068,Laptops Premium,Electronics,Laptops,David Wilson,1,1256.15,1256.15,753.69,502.46,0.0,2022,1,Q1
ORD-2599,2022-01-11,2022-01-17,Standard Class,CUST-7661,Customer 935,Consumer,United States,Phoenix,South,PROD-12227,Jeans Deluxe,Clothing,Jeans,Tom Anderson,4,253.22,1012.88,506.44,506.44,0.0,2022,1,Q1
ORD-4093,2022-01-11,2022-01-12,Second Class,CUST-4625,Customer 183,Corporate,United States,Philadelphia,North,PROD-30754,Headphones Deluxe,Electronics,Headphones,Lisa Garcia,1,211.89,211.89,127.13,84.76,0.0,2022,1,Q1
ORD-4586,2022-01-12,2022-01-15,Second Class,CUST-2674,Customer 673,Home Office,United States,Charlotte,East,PROD-23326,Fiction Premium,Books,Fiction,Lisa Garcia,10,34.09,265.42,136.36,129.06,0.221,2022,1,Q1
ORD-2176,2022-01-12,2022-01-19,First Class,CUST-7596,Customer 161,Home Office,United States,Phoenix,South,PROD-67341,Kitchen Appliances Basic,Home & Garden,Kitchen Appliances,David Wilson,7,745.18,4344.98,2868.94,1476.04,0.167,2022,1,Q1
ORD-3858,2022-01-12,2022-01-15,Same Day,CUST-3564,Customer 79,Consumer,United States,Dallas,South,PROD-30718,Tablets Standard,Electronics,Tablets,Amanda Lee,3,128.55,360.39,231.38,129.01,0.065,2022,1,Q1
ORD-3576,2022-01-12,2022-01-13,Standard Class,CUST-9728,Customer 508,Consumer,United States,Charlotte,East,PROD-96650,Sports Apparel Pro,Sports,Sports Apparel,Emily Brown,3,321.55,964.66,501.62,463.04,0.0,2022,1,Q1
ORD-4979,2022-01-12,2022-01-16,Same Day,CUST-5271,Customer 906,Corporate,United States,New York,North,PROD-58660,Decorations Premium,Home & Garden,Decorations,Tom Anderson,8,374.17,2735.0,1646.33,1088.67,0.086,2022,1,Q1
ORD-5088,2022-01-12,2022-01-13,Same Day,CUST-3160,Customer 135,Consumer,United States,Philadelphia,North,PROD-36495,Tablets Pro,Electronics,Tablets,Robert Martinez,5,387.15,1752.05,1161.45,590.6,0.095,2022,1,Q1
ORD-4006,2022-01-13,2022-01-19,First Class,CUST-1971,Customer 804,Home Office,United States,Boston,North,PROD-31943,Educational Standard,Books,Educational,John Smith,6,20.89,125.32,50.13,75.19,0.0,2022,1,Q1
ORD-1721,2022-01-13,2022-01-20,Second Class,CUST-2388,Customer 57,Home Office,United States,Los Angeles,West,PROD-53711,Comics Deluxe,Books,Comics,Sarah Johnson,2,66.54,133.07,53.23,79.84,0.0,2022,1,Q1
ORD-2470,2022-01-13,2022-01-19,First Class,CUST-4278,Customer 592,Home Office,United States,Dallas,South,PROD-52910,Furniture Deluxe,Home & Garden,Furniture,Sarah Johnson,8,402.29,3051.69,1770.06,1281.63,0.052,2022,1,Q1
ORD-5647,2022-01-13,2022-01-19,Second Class,CUST-3903,Customer 909,Home Office,United States,Los Angeles,West,PROD-18377,Supplements Pro,Sports,Supplements,Amanda Lee,4,356.21,1424.83,740.91,683.92,0.0,2022,1,Q1
ORD-2546,2022-01-14,2022-01-21,Second Class,CUST-5221,Customer 124,Consumer,United States,Charlotte,East,PROD-51680,Kitchen Appliances Standard,Home & Garden,Kitchen Appliances,Mike Davis,2,600.28,1200.57,660.31,540.26,0.0,2022,1,Q1
ORD-1307,2022-01-14,2022-01-19,Standard Class,CUST-6168,Customer 505,Consumer,United States,Seattle,West,PROD-74331,Fitness Equipment Standard,Sports,Fitness Equipment,David Wilson,5,185.15,772.71,481.4,291.31,0.165,2022,1,Q1
ORD-1339,2022-01-14,2022-01-16,First Class,CUST-1356,Customer 791,Consumer,United States,Houston,South,PROD-82570,Kitchen Appliances Deluxe,Home & Garden,Kitchen Appliances,David Wilson,3,111.03,333.09,183.2,149.89,0.0,2022,1,Q1
ORD-2146,2022-01-14,2022-01-16,Standard Class,CUST-5718,Customer 215,Corporate,United States,Houston,South,PROD-38632,Shoes Standard,Clothing,Shoes,Robert Martinez,9,245.16,2037.14,1103.24,933.9,0.077,2022,1,Q1
ORD-3773,2022-01-15,2022-01-22,Same Day,CUST-1894,Customer 704,Consumer,United States,Dallas,South,PROD-20127,Non-Fiction Basic,Books,Non-Fiction,Emily Brown,12,28.34,340.12,136.05,204.07,0.0,2022,1,Q1
ORD-5953,2022-01-15,2022-01-20,Second Class,CUST-5353,Customer 248,Consumer,United States,Miami,South,PROD-46896,Non-Fiction Premium,Books,Non-Fiction,Jessica Taylor,4,43.54,153.24,69.67,83.58,0.12,2022,1,Q1
ORD-2576,2022-01-15,2022-01-17,First Class,CUST-4980,Customer 764,Consumer,United States,Chicago,North,PROD-72135,Tools Pro,Home & Garden,Tools,Jessica Taylor,5,241.59,992.37,664.38,327.99,0.178,2022,1,Q1
ORD-1592,2022-01-15,2022-01-22,Second Class,CUST-8754,Customer 776,Home Office,United States,Charlotte,East,PROD-66290,Comics Premium,Books,Comics,Amanda Lee,6,56.73,340.38,136.15,204.23,0.0,2022,1,Q1
ORD-5664,2022-01-15,2022-01-19,First Class,CUST-3473,Customer 491,Home Office,United States,Phoenix,South,PROD-59487,Fitness Equipment Premium,Sports,Fitness Equipment,Lisa Garcia,2,372.97,745.94,387.89,358.05,0.0,2022,1,Q1
ORD-1296,2022-01-15,2022-01-20,Second Class,CUST-6936,Customer 110,Corporate,United States,Charlotte,East,PROD-95404,Non-Fiction Deluxe,Books,Non-Fiction,Tom Anderson,5,27.29,136.46,54.58,81.87,0.0,2022,1,Q1
ORD-3047,2022-01-16,2022-01-17,First Class,CUST-8089,Customer 698,Consumer,United States,Charlotte,East,PROD-27027,Outdoor Gear Deluxe,Sports,Outdoor Gear,Sarah Johnson,6,356.22,2137.3,1111.39,1025.9,0.0,2022,1,Q1
ORD-5769,2022-01-16,2022-01-22,First Class,CUST-6187,Customer 355,Corporate,United States,Seattle,West,PROD-97044,Tablets Premium,Electronics,Tablets,John Smith,1,1015.13,1015.13,609.08,406.05,0.0,2022,1,Q1
ORD-3285,2022-01-16,2022-01-22,Second Class,CUST-9237,Customer 428,Consumer,United States,New York,North,PROD-48497,Plants Standard,Home & Garden,Plants,John Smith,2,441.07,882.15,485.18,396.97,0.0,2022,1,Q1
ORD-3212,2022-01-17,2022-01-24,First Class,CUST-7554,Customer 898,Consumer,United States,Houston,South,PROD-92750,Shoes Basic,Clothing,Shoes,Amanda Lee,8,201.13,1409.66,804.52,605.14,0.124,2022,1,Q1
ORD-2641,2022-01-17,2022-01-22,Second Class,CUST-4996,Customer 452,Home Office,United States,Richmond,East,PROD-65696,Furniture Pro,Home & Garden,Furniture,Tom Anderson,4,74.04,296.15,162.88,133.27,0.0,2022,1,Q1
ORD-4128,2022-01-17,2022-01-21,First Class,CUST-9613,Customer 787,Consumer,United States,New York,North,PROD-11771,Plants Pro,Home & Garden,Plants,Robert Martinez,4,29.04,116.18,63.9,52.28,0.0,2022,1,Q1
ORD-4060,2022-01-17,2022-01-22,Second Class,CUST-2290,Customer 978,Home Office,United States,San Francisco,West,PROD-80679,Supplements Standard,Sports,Supplements,Sarah Johnson,3,359.85,1079.55,561.36,518.18,0.0,2022,1,Q1
ORD-4472,2022-01-17,2022-01-19,Second Class,CUST-2295,Customer 365,Consumer,United States,New York,North,PROD-24150,Tablets Basic,Electronics,Tablets,Robert Martinez,2,501.54,1003.08,601.85,401.23,0.0,2022,1,Q1
ORD-5514,2022-01-17,2022-01-21,Second Class,CUST-4943,Customer 505,Corporate,United States,Detroit,North,PROD-22223,Comics Pro,Books,Comics,Amanda Lee,5,34.89,174.46,69.78,104.67,0.0,2022,1,Q1
ORD-4548,2022-01-17,2022-01-20,Standard Class,CUST-3639,Customer 803,Consumer,United States,Portland,West,PROD-94525,Cameras Premium,Electronics,Cameras,David Wilson,1,1865.58,1672.57,1119.35,553.22,0.103,2022,1,Q1
ORD-4295,2022-01-17,2022-01-21,Standard Class,CUST-4661,Customer 242,Consumer,United States,Houston,South,PROD-37556,Kitchen Appliances Deluxe,Home & Garden,Kitchen Appliances,Mike Davis,2,732.13,1358.33,805.34,552.99,0.072,2022,1,Q1
ORD-1349,2022-01-18,2022-01-20,Standard Class,CUST-2768,Customer 20,Home Office,United States,Richmond,East,PROD-40300,Headphones Basic,Electronics,Headphones,Tom Anderson,5,1954.56,8667.59,5863.69,2803.91,0.113,2022,1,Q1
ORD-3900,2022-01-18,2022-01-21,Second Class,CUST-2021,Customer 544,Corporate,United States,Philadelphia,North,PROD-83239,T-Shirts Pro,Clothing,T-Shirts,David Wilson,10,171.9,1718.99,859.5,859.5,0.0,2022,1,Q1
ORD-2719,2022-01-18,2022-01-25,Second Class,CUST-3181,Customer 25,Consumer,United States,Charlotte,East,PROD-64960,Decorations Premium,Home & Garden,Decorations,Lisa Garcia,1,127.94,114.85,70.37,44.48,0.102,2022,1,Q1
ORD-3652,2022-01-18,2022-01-24,Same Day,CUST-7529,Customer 545,Home Office,United States,Washington DC,East,PROD-47919,Kitchen Appliances Pro,Home & Garden,Kitchen Appliances,David Wilson,3,701.02,2103.07,1156.69,946.38,0.0,2022,1,Q1
ORD-2361,2022-01-19,2022-01-20,Second Class,CUST-1369,Customer 456,Home Office,United States,Phoenix,South,PROD-28707,Educational Deluxe,Books,Educational,Jessica Taylor,7,38.61,270.3,108.12,162.18,0.0,2022,1,Q1
ORD-2581,2022-01-19,2022-01-24,Same Day,CUST-6379,Customer 863,Home Office,United States,Washington DC,East,PROD-26625,Educational Basic,Books,Educational,Lisa Garcia,1,73.04,73.04,29.22,43.82,0.0,2022,1,Q1
ORD-5838,2022-01-19,2022-01-20,Same Day,CUST-7087,Customer 199,Home Office,United States,New York,North,PROD-68844,Outdoor Gear Deluxe,Sports,Outdoor Gear,Mike Davis,1,50.04,50.04,26.02,24.02,0.0,2022,1,Q1
ORD-1237,2022-01-19,2022-01-22,Same Day,CUST-1139,Customer 230,Home Office,United States,Phoenix,South,PROD-50038,Non-Fiction Premium,Books,Non-Fiction,Amanda Lee,7,71.68,501.79,200.71,301.07,0.0,2022,1,Q1
ORD-1321,2022-01-19,2022-01-26,Same Day,CUST-9982,Customer 383,Corporate,United States,Miami,South,PROD-83473,Educational Basic,Books,Educational,Tom Anderson,7,26.49,185.45,74.18,111.27,0.0,2022,1,Q1
ORD-4195,2022-01-20,2022-01-26,Second Class,CUST-9415,Customer 467,Consumer,United States,Jacksonville,East,PROD-15099,T-Shirts Basic,Clothing,T-Shirts,Lisa Garcia,7,23.32,163.22,81.61,81.61,0.0,2022,1,Q1
ORD-5866,2022-01-20,2022-01-22,Second Class,CUST-5306,Customer 81,Home Office,United States,Houston,South,PROD-30644,Plants Standard,Home & Garden,Plants,Jessica Taylor,8,255.12,1749.74,1122.51,627.24,0.143,2022,1,Q1
ORD-1022,2022-01-20,2022-01-23,Standard Class,CUST-1591,Customer 855,Home Office,United States,Phoenix,South,PROD-82421,Smartphones Standard,Electronics,Smartphones,Amanda Lee,4,341.15,1364.59,818.75,545.83,0.0,2022,1,Q1
ORD-5719,2022-01-20,2022-01-23,Standard Class,CUST-5489,Customer 803,Corporate,United States,Washington DC,East,PROD-16957,Decorations Pro,Home & Garden,Decorations,Robert Martinez,7,384.91,2694.4,1481.92,1212.48,0.0,2022,1,Q1
ORD-1249,2022-01-20,2022-01-22,Same Day,CUST-5424,Customer 638,Consumer,United States,Philadelphia,North,PROD-64897,Tools Pro,Home & Garden,Tools,Mike Davis,2,274.95,549.91,302.45,247.46,0.0,2022,1,Q1
ORD-4884,2022-01-21,2022-01-28,Standard Class,CUST-2728,Customer 847,Corporate,United States,Baltimore,East,PROD-38842,Shoes Pro,Clothing,Shoes,Jessica Taylor,3,279.87,839.62,419.81,419.81,0.0,2022,1,Q1
ORD-3740,2022-01-21,2022-01-25,Standard Class,CUST-1835,Customer 579,Consumer,United States,Boston,North,PROD-68697,Supplements Standard,Sports,Supplements,Robert Martinez,1,310.24,258.12,161.33,96.8,0.168,2022,1,Q1
ORD-1044,2022-01-21,2022-01-24,First Class,CUST-7659,Customer 501,Consumer,United States,Chicago,North,PROD-72403,Outdoor Gear Basic,Sports,Outdoor Gear,Emily Brown,4,479.94,1738.68,998.27,740.41,0.094,2022,1,Q1
ORD-3183,2022-01-22,2022-01-28,First Class,CUST-1376,Customer 766,Home Office,United States,Portland,West,PROD-30219,Plants Basic,Home & Garden,Plants,Emily Brown,5,293.66,1468.3,807.56,660.73,0.0,2022,1,Q1
ORD-3113,2022-01-22,2022-01-24,Second Class,CUST-5289,Customer 963,Home Office,United States,Phoenix,South,PROD-87703,Non-Fiction Premium,Books,Non-Fiction,Amanda Lee,3,38.52,100.25,46.23,54.03,0.133,2022,1,Q1
ORD-1542,2022-01-22,2022-01-27,Standard Class,CUST-2660,Customer 348,Consumer,United States,Portland,West,PROD-69517,Children Deluxe,Books,Children,John Smith,6,50.15,285.1,120.35,164.75,0.052,2022,1,Q1
ORD-1801,2022-01-22,2022-01-26,Second Class,CUST-5043,Customer 316,Consumer,United States,Los Angeles,West,PROD-27398,Shoes Premium,Clothing,Shoes,Emily Brown,1,125.21,111.96,62.6,49.36,0.106,2022,1,Q1
ORD-1563,2022-01-23,2022-01-25,First Class,CUST-3573,Customer 114,Corporate,United States,Portland,West,PROD-64843,Shoes Basic,Clothing,Shoes,Robert Martinez,2,127.92,255.84,127.92,127.92,0.0,2022,1,Q1
ORD-3497,2022-01-23,2022-01-28,Standard Class,CUST-2036,Customer 847,Corporate,United States,Chicago,North,PROD-13630,Furniture Basic,Home & Garden,Furniture,David Wilson,4,768.35,3073.41,1690.38,1383.04,0.0,2022,1,Q1
ORD-2186,2022-01-24,2022-01-31,First Class,CUST-5252,Customer 554,Corporate,United States,New York,North,PROD-72169,Outdoor Gear Premium,Sports,Outdoor Gear,Tom Anderson,4,407.29,1629.14,847.15,781.99,0.0,2022,1,Q1
ORD-2078,2022-01-24,2022-01-31,Same Day,CUST-6284,Customer 169,Consumer,United States,New York,North,PROD-20626,Smartphones Pro,Electronics,Smartphones,Amanda Lee,2,1012.48,2024.96,1214.98,809.99,0.0,2022,1,Q1
ORD-3758,2022-01-24,2022-01-26,Second Class,CUST-9811,Customer 60,Corporate,United States,San Francisco,West,PROD-39109,Jeans Deluxe,Clothing,Jeans,Amanda Lee,9,253.23,2279.1,1139.55,1139.55,0.0,2022,1,Q1
ORD-3003,2022-01-25,2022-01-31,First Class,CUST-1878,Customer 944,Home Office,United States,New York,North,PROD-10515,Jackets Pro,Clothing,Jackets,Jessica Taylor,8,155.16,1241.28,620.64,620.64,0.0,2022,1,Q1
ORD-1838,2022-01-25,2022-01-31,Same Day,CUST-3792,Customer 996,Home Office,United States,Portland,West,PROD-86958,Decorations Deluxe,Home & Garden,Decorations,Mike Davis,6,484.3,2905.82,1598.2,1307.62,0.0,2022,1,Q1
ORD-1195,2022-01-25,2022-02-01,Standard Class,CUST-7896,Customer 375,Consumer,United States,Dallas,South,PROD-71737,Decorations Pro,Home & Garden,Decorations,Mike Davis,1,540.01,489.71,297.0,192.7,0.093,2022,1,Q1
ORD-5067,2022-01-25,2022-01-27,Standard Class,CUST-9463,Customer 179,Home Office,United States,Los Angeles,West,PROD-18995,Children Basic,Books,Children,Tom Anderson,7,27.27,190.88,76.35,114.53,0.0,2022,1,Q1
ORD-5777,2022-01-25,2022-01-29,First Class,CUST-6735,Customer 351,Home Office,United States,Washington DC,East,PROD-45938,Plants Basic,Home & Garden,Plants,Jessica Taylor,5,145.01,725.07,398.79,326.28,0.0,2022,1,Q1
ORD-3412,2022-01-25,2022-01-30,Same Day,CUST-8226,Customer 775,Corporate,United States,Boston,North,PROD-43746,Jackets Standard,Clothing,Jackets,Sarah Johnson,5,286.05,1430.26,715.13,715.13,0.0,2022,1,Q1
ORD-2253,2022-01-25,2022-01-26,Second Class,CUST-5546,Customer 357,Corporate,United States,New York,North,PROD-38117,Accessories Basic,Clothing,Accessories,John Smith,1,160.82,160.82,80.41,80.41,0.0,2022,1,Q1
ORD-5435,2022-01-26,2022-01-31,Standard Class,CUST-7452,Customer 783,Home Office,United States,Detroit,North,PROD-11241,Jeans Premium,Clothing,Jeans,Jessica Taylor,4,249.92,999.69,499.84,499.84,0.0,2022,1,Q1
ORD-2215,2022-01-26,2022-01-29,First Class,CUST-7342,Customer 986,Corporate,United States,Philadelphia,North,PROD-43415,Fitness Equipment Premium,Sports,Fitness Equipment,John Smith,6,389.32,1934.67,1214.68,719.99,0.172,2022,1,Q1
ORD-1326,2022-01-26,2022-01-29,Second Class,CUST-5050,Customer 756,Corporate,United States,Portland,West,PROD-70403,Laptops Pro,Electronics,Laptops,Emily Brown,5,1364.41,5950.05,4093.24,1856.8,0.128,2022,1,Q1
ORD-5439,2022-01-27,2022-02-03,Second Class,CUST-1100,Customer 323,Consumer,United States,Philadelphia,North,PROD-44348,Plants Deluxe,Home & Garden,Plants,Jessica Taylor,8,342.39,2739.12,1506.52,1232.6,0.0,2022,1,Q1
